timestamp,left_arm_angle_left,right_arm_angle_left,left_torso_angle_left,right_torso_angle_left,left_arm_angle_right,right_arm_angle_right,left_torso_angle_right,right_torso_angle_right
6,170.0399932861328,140.16000366210938,22.989999771118164,47.97999954223633,168.64999389648438,143.27999877929688,12.819999694824219,46.83000183105469
0.13422298431396484,169.77999877929688,142.27999877929688,23.31999969482422,46.84000015258789,171.32000732421875,143.9199981689453,13.270000457763672,47.90999984741211
0.18542957305908203,168.8800048828125,143.0,23.989999771118164,48.25,169.07000732421875,145.00999450683594,13.15999984741211,49.22999954223633
0.2321012020111084,169.44000244140625,141.5500030517578,24.350000381469727,48.119998931884766,168.49000549316406,143.07000732421875,13.949999809265137,47.45000076293945
0.2845950126647949,170.55999755859375,141.6199951171875,25.3799991607666,48.04999923706055,169.83999633789062,141.1699981689453,13.460000038146973,47.75
0.33130693435668945,170.41000366210938,140.72000122070312,25.1299991607666,47.720001220703125,170.3300018310547,143.91000366210938,13.600000381469727,49.099998474121094
0.37853288650512695,170.47999572753906,141.5800018310547,24.719999313354492,47.720001220703125,170.69000244140625,142.94000244140625,14.270000457763672,46.31999969482422
0.4296116828918457,168.74000549316406,138.6999969482422,23.649999618530273,43.459999084472656,169.72000122070312,143.16000366210938,14.210000038146973,46.189998626708984
0.47948384284973145,170.94000244140625,138.4600067138672,24.040000915527344,42.380001068115234,169.8300018310547,142.97000122070312,14.920000076293945,45.11000061035156
0.531625509262085,170.24000549316406,138.77000427246094,23.809999465942383,43.04999923706055,170.2100067138672,142.72000122070312,14.899999618530273,45.45000076293945
0.5815842151641846,172.1199951171875,137.77000427246094,24.1299991607666,43.810001373291016,170.77000427246094,142.0,13.489999771118164,45.7400016784668
0.6301243305206299,172.47999572753906,137.07000732421875,23.559999465942383,43.560001373291016,170.52999877929688,140.5800018310547,14.0600004196167,46.439998626708984
0.6814329624176025,170.77999877929688,137.5500030517578,24.790000915527344,44.470001220703125,168.99000549316406,138.89999389648438,15.229999542236328,44.220001220703125
0.7323062419891357,170.7100067138672,136.49000549316406,22.920000076293945,43.040000915527344,168.63999938964844,140.3699951171875,14.220000267028809,44.119998931884766
0.7829623222351074,172.1699981689453,138.22999572753906,23.440000534057617,42.439998626708984,169.5800018310547,141.16000366210938,13.399999618530273,43.66999816894531
0.8302834033966064,172.77000427246094,137.77999877929688,22.260000228881836,40.91999816894531,168.89999389648438,140.69000244140625,13.3100004196167,43.5099983215332
